index,park,city
12,q/말/하/는/ /대/로/ /이/루/어/지/면/ /세/상/은/ /좋/아/질/까/ /나/빠/질/까/?/ /y/ /글/쎄/ / /n/ /좋/아/져/ /+/그/것/을/ /이/용/해/서/ /좋/아/진/다/면/ /정/말/ /좋/겠/지/만/ /악/용/하/는/ /사/람/들/이/ /있/겠/지/-/ /*/어/느/ /시/점/에/ /생/각/하/는/가/에/ /따/라/서/ /좋/아/진/다/고/ /생/각/할/ /수/ /있/지/=/,/인/생/에/ /장/애/물/이/ /없/는/ /것/은/ /있/을/ /수/ /없/는/ /일/이/야/./ /그/렇/기/에/ /값/어/치/가/ /있/는/ /것/일/까/
13,q/순/대/가/ /좋/아/ /떡/볶/이/가/ /좋/아/?/ /y/ /순/대/ / /n/ /떡/볶/이/ /+/순/대/를/ /떡/볶/이/ /국/물/에/ /찍/어/ /먹/으/면/ /맛/있/어/서/ /좋/아/./ /소/금/에/ /찍/어/ /먹/어/도/ /좋/고/-/ /*/떡/볶/이/는/ /어/묵/과/ /떡/이/ /쫄/깃/해/서/ /좋/아/./ /매/운/ /거/는/ /선/호/하/지/ /않/는/ /편/이/지/만/=/,/언/젠/가/ /여/러/ /곳/을/ /돌/아/다/니/며/ /사/람/들/을/ /만/날/ /거/야/./ /우/물/ /안/ /개/구/리/가/ /될/ /수/는/ /없/어/./ /평/생/
14,/바/람/이/ /좀/ /추/운/ /거/ /같/아,/어/릴/ /때/ /길/에/서/ /뛰/어/가/다/ /넘/어/졌/었/어/./ /무/릎/이/ /정/말/ /아/팠/지/
15,/천/둥/소/리/는/ /많/이/ /들/었/지/만/ /실/제/로/ /봤/던/ 건/ /적/은/ /거/ /같/아,/(/발/밑/에/ /고/인/ /물/을/ /바/라/보/고/ /있/다/)/
16,/(/바/닥/에/ /장/화/ /주/변/으/로/ /물/웅/덩/이/가/ /생/기/는/ /것/을/ /보/고/ /있/다/),/(/우/산/ /끝/에/ /매/달/린/ /빗/방/울/을/ /보/고/ /있/다/)/
17,/(/저/ /멀/리/ /지/렁/이/가/ /기/어/가/고/ /있/다/./ /한/참/을/ /쳐/다/보/고/ /있/다/),/내/가/ /원/하/는/ /것/을/ /언/젠/가/ /이/루/고/ /싶/어/./ /노/력/은/ /해/야/겠/지/
18,/주/인/ /없/는/ /가/게/의/ /주/인/은/ /누/구/일/까/?/ /정/말/ /없/는/ /것/인/지/ /궁/금/해,/모/든/ /사/람/이/ /나/를/ /쳐/다/본/다/면/ /내/가/ /무/엇/을/ /잘/못/했/나/ /하/고/ /생/각/하/게/ /돼/
19,/비/ /오/는/ /날/에/ /개/구/리/ /소/리/를/ /들/어/본/ /지/ /오/래/된/ /거/ /같/아/./ /어/디/에/ /숨/어/있/을/까,q/하/늘/에/서/ /새/가/ /날/아/가/는/ /것/을/ /본/ /적/이/ /있/니/?/y/ / /응/ / /n/ /아/니/ / /+/도/시/에/는/ /비/둘/기/나/ /참/새/가/ /많/이/ /있/어/서/ /보/기/ /쉬/운/ /거/ /같/아/-/ /*/비/가/ /와/서/ /그/런/지/ /날/아/가/는/ /새/를/ /보/기/ /힘/든/ /거/ /같/아/=/
20,/(/멀/리/서/ /피/아/노/ /소/리/가/ /들/린/다/)/ /근/처/에/ /피/아/노/학/원/ /있/나/ /봐,q/요/즘/ /다/양/한/ /인/형/들/이/ /있/던/데/ /인/형/ /좋/아/하/니/?/y/ /좋/아/ / /n/ /싫/어/ / /+/푹/신/하/고/ /귀/엽/고/ /촉/감/이/ /좋/아/./ /장/식/도/ /할/ /수/ /있/고/-/ /*/나/도/ /무/섭/게/ /생/긴/ /인/형/은/ /좋/아/하/는/ /편/은/ /아/니/야/=/
21,/비/내/음/이/ /그/리/ /나/쁘/지/는/ /않/은/ /거/ /같/아,q/바/람/에/ /우/산/이/ /뒤/집/힌/ /적/이/ /있/니/?/y/ /있/어/ / /n/ /없/어/ / /+/길/ /한/복/판/에/서/ /우/산/ /모/양/이/ /안/테/나/처/럼/ /되/어/서/ /민/망/한/ /적/이/ /있/어/ /././부/끄/러/웠/지/-/ /*/우/산/이/ /튼/튼/한/가/ /보/구/나/./ /그/러/다/ /망/가/지/면/ /슬/플/ /거/야/=/
22,/우/산/이/ /투/명/해/서/ /빗/방/울/ /잘/ /보/여/./ /그/래/서/ /토/독/토/독/ /소/리/도/ /더/ /잘/ /들/리/는/ /거/ /같/고,q/사/람/이/ /많/은/ /것/이/ /좋/아/?/y/ /좋/아/ / /n/ /싫/어/ / /+/북/적/북/적/한/ /게/ /좋/지/./ /많/은/ /사/람/들/이/ /살/아/가/는/ /모/습/을/ /볼/ /수/ /있/으/니/까/-/ /*/많/으/면/ /복/잡/할/ /수/ /있/어/./ /조/용/한/ /것/도/ /나/쁘/지/=/
23,/길/거/리/에/ /한/사/람/이/ /쓰/레/기/를/ /버/리/기/ /시/작/하/면/ /끝/이/ /없/는/ /거/ /같/아,q/순/대/ /먹/을/ /때/ /떡/볶/이/도/ /같/이/ /사/ /먹/니/?/y/ /먹/어/ / /n/안/ /먹/어/ /+/순/대/를/ /떡/볶/이/ /국/물/에/ /찍/어/ /먹/을/ /수/ /있/어/서/ /좋/아/./ /둘/이/ /궁/합/도/ /잘/ /맞/고/-/ /*/순/대/의/ /그/ /맛/만/ /느/끼/려/면/ /다/른/ /것/을/ /시/켜/ /먹/을/ /필/요/가/ /없/지/=/
24,/머/릿/속/으/로/는/ /이/러/면/ /안/ /된/다/고/ /생/각/하/지/만/ /나/도/ /모/르/게/ /하/는/ /것/은/ /안/ /좋/은/ /거/야,q/빵/ /먹/는/ /거/ /좋/아/해/?/y/ /좋/아/ / /n/ /싫/어/ / /+/부/드/럽/고/ /맛/있/어/서/ /좋/아/./ /종/류/도/ /정/말/ /다/양/하/니/까/ /다/ /먹/어/보/고/ /싶/어/-/ /*/밀/가/루/ /음/식/을/ /싫/어/하/거/나/ /입/에/ /안/ /맞/을/ /수/ /있/지/./ /다/른/ /것/을/ /먹/을/ /수/ /있/으/니/까/=/
25,/아/이/들/이/ /즐/겁/게/ /뛰/노/는/ /모/습/을/ /보/면/ /나/까/지/ /기/분/이/ /즐/거/워/지/는/ /거/ /같/아,q/커/피/를/ /좋/아/하/는/ /편/이/니/?/y/ / /응/ / /n/ /아/니/ / /+/커/피/의/ /향/도/ /좋/고/ /졸/린/ /것/도/ /사/라/지/는/ /거/ /같/아/-/ /*/너/무/ /많/이/ /마/시/면/ /밤/에/ /잘/ /수/ /없/어/ /././으/=/
26,/공/연/을/ /보/러/ /가/고/ /싶/어/./ /한/ /번/쯤/은/ /신/나/게/ /놀/아/보/고/ /싶/거/든,q/조/금/ /멀/리/까/지/ /나/온/ /거/ /같/은/데/ /힘/들/지/ /않/니/?/y/ /조/금/ / /n/ /아/니/ / /+/그/래/도/ /멀/리/ /나/오/니/까/ /그/만/큼/ /많/이/ /걸/어/서/ /좋/은/ /거/ /같/아/-/ /*/그/럼/ /다/행/이/네/ /././사/실/ /나/는/ /조/금/ /힘/들/지/만/ /아/직/ /버/틸/만/해/=/
27,/빗/속/에/서/ /소/리/를/ /크/게/ /지/르/면/ /빗/소/리/에/ /묻/히/겠/지,/밖/에/서/ /번/개/가/ /치/면/ /집/에/ /있/을/ /때/보/다/ /더/ /놀/라/는/ /거/ /같/아/
28,/풀/잎/에/ /맺/힌/ /이/슬/을/ /톡/ /치/면/ /굴/러/가/는/ /모/습/이/ /좋/더/라,/다/양/한/ /스/타/일/의/ /사/람/들/이/ /보/여/
29,/바/닥/에/ /휴/지/ /뭉/치/가/ /많/은/ /거/ /같/아/./ /계/속/ /치/워/도/ /끝/이/ /없/을/ /정/도/로,/위/에/ /전/깃/줄/이/ /정/말/ /많/아/./ /집/에/서/ /볼/ /때/랑/ /다/르/네/
30,/(/하/늘/을/ /쳐/다/보/고/ /있/다/./비/가/ /내/리/고/ /있/다/),/골/목/길/은/ /조/용/하/지/만/ /좀/ /무/서/운/ /거/ /같/아/
31,떡/볶/이/를/ /먹/고/ /싶/은/ /기/분/이/야/./ /김/밥/과/ /함/께/ /먹/으/면/ /더/ /좋/지,/많/은/ /사/람/이/ /바/쁘/게/ /살/아/가/고/ /있/어/./ /자/신/의/ /역/할/을/ /맡/으/며/
32,호/기/심/이/라/는/ /것/은/ /알/ /수/ /없/어/./ /정/말/ /알/ /수/ /없/으/니/까,/마/음/을/ /열/게/ /되/면/ /조/금/이/라/도/ /사/람/들/이/ /다/가/올/지/ /궁/금/해/
33,내/가/ /살/아/가/는/ /앞/날/은/ /알/ /수/ /없/으/니/까/ /두/려/우/면/서/도/ /기/대/가/ /되/는/ /거/ /같/아,/사/람/을/ /기/다/리/기/보/다/는/ /다/가/가/는/ /게/ /어/려/운/ /법/이/야/
34,손/에/ /맞/는/ /비/가/ /시/원/해/서/ /좋/은/데/ /달/팽/이/도/ /이/ /기/분/을/ /느/끼/고/ /있/을/ /거/야,/온/ /종/일/ /돌/아/다/니/면/ /발/이/ /아/파/
35,저/번/에/ /오/렌/지/주/스/를/ /마/셔/봤/는/데/ /생/각/보/다/ /상/큼/했/어/./ /좀/ /더/ /단/맛/이/ /있/을/ /줄/ /알/았/거/든,/도/시/에/는/ /앉/을/ /수/ /있/는/ /곳/이/ /별/로/ /없/는/ /거/ /같/아/
36,어/릴/ /때/ /소/풍/을/ /가/서/ /아/이/들/의/ /도/시/락/을/ /보/는/데/ /정/성/스/럽/게/ /만/들/어/온/ /것/을/ /보/고/ /항/상/ /부/러/웠/어,/지/금/ /이/ /순/간/이/ /누/군/가/에/게/는/ /귀/중/할/ /거/야/./ /모/든/ /사/람/이/ /말/이/지/
37,/점/점/ /빗/소/리/가/ /듣/기/ /좋/아/지/는/ /거/ /같/아,/사/람/들/의/ /나/쁜/ /습/관/을/ /바/꾸/어/ /놓/을/ /수/ /있/다/면/ /얼/마/나/ /좋/을/까/
38,"/마/음/이/ /따/뜻/해/지/는/ /날/이/ /왔/으/면/ /좋/겠/어/./ /걱/정/,/ /근/심/ /이/런/ /것/들/을/ /다/ /날/려/버/리/고",/하/늘/이/ /무/너/지/면/ /무/슨/ /기/분/인/지/ /알/고/ /싶/지/ /않/아/./ /아/무/도/ /느/끼/지/ /않/았/으/면/ /좋/겠/어/
39,/이/렇/게/ /밖/으/로/ /나/와/서/ /빗/소/리/를/ /감/상/하/는/ /것/도/ /나/쁘/지/ /않/아/./ /바/깥/ /풍/경/도/ /보/고/ /좋/은/ /거/지,/항/상/ /궁/금/한/ /게/ /길/의/ /끝/은/ /어/떻/게/ /생/겼/을/지/ /궁/금/해/
40,/구/름/이/ /정/말/ /어/둡/고/ /많/이/도/ /있/구/나,/내/가/ /길/을/ /잃/고/ /방/황/하/게/ /된/다/면/ /././나/를/ /찾/아/줬/으/면/ /좋/겠/어/
41,/고/양/이/가/ /정/말/ /편/하/게/ /있/네/./ /무/슨/ /생/각/을/ /하/고/ /있/을/지/ /궁/금/해,/아/직/ /아/무/런/ /계/획/이/ /없/다/면/ /지/금/이/라/도/ /세/우/는/ /것/이/ /좋/지/./ /늦/지/ /않/았/어/
42,/조/용/히/ /머/무/르/다/가/ /어/느/ /순/간/ /조/용/히/ /사/라/지/지,/././비/ /오/는/ /소/리/가/ /정/말/ /좋/네/
43,/은/행/에/ /가/본/ /지/ /오/래/된/ /거/ /같/아/./ /갈/ /일/이/ /없/으/니/까,/바/쁜/ /일/상/ /속/에/서/ /우/리/는/ /얼/마/나/ /휴/식/을/ /할/ /수/ /있/을/까/
44,/아/무/리/ /바/빠/도/ /조/금/이/라/도/ /걷/기/ /운/동/을/ /하/는/ /게/ /좋/을/ /거/야/./ /몸/의/ /건/강/을/ /위/해,/잠/시/ /하/는/ /일/을/ /놓/고/ /머/리/를/ /비/우/는/ /것/도/ /좋/지/
45,소/풍/을/ /가/면/ /김/밥/을/ /만/들/어/ /본/ /적/이/ /없/는/ /거/ /같/아/./ /항/상/ /사/ /갔/지,/모/르/면/ /알/아/가/는/ /거/야/ /천/천/히/
46,어/릴/ /때/ /비/가/ /많/이/ /오/면/ /밖/에/ /가/서/ /뛰/어/놀/았/어/./ /그/러/다/ /감/기/에/ /걸/린/ /적/이/ /많/았/지/만/./.,/정/작/ /눈/앞/에/ /있/어/도/ /스/쳐/ /지/나/갈/ /때/가/ /있/지/./ /주/의/ /깊/게/ /봐/야/ /알/ /수/ /있/어/
47,진/흙/이/ /질/퍽/해/서/ /신/발/이/ /더/러/워/지/니/까/ /이/건/ /별/로/ /좋/지/는/ /않/네,/말/을/ /하/지/ /않/으/면/ /알/ /수/가/ /없/어/./ /무/슨/ /생/각/을/ /하/는/지/ /어/떤/지/를/
48,그/네/를/ /타/면/ /점/점/ /높/이/ /올/라/가/ /하/늘/에/ /닿/을/ /수/ /있/다/고/ /생/각/했/어/./ /언/젠/가/는/./.,/집/에/ /언/제/ /돌/아/가/도/ /상/관/없/어/./ /가/고/ /싶/을/ /때/ /가/는/ /거/지/
49,달/팽/이/도/ /거/북/이/처/럼/ /집/을/ /가/지/고/ /있/어/./ /태/어/났/을/ /때/부/터/ /말/이/야,/옆/에/ /가/게/가/ /있/던/데/ /다/양/한/ /물/건/을/ /팔/고/ /있/었/어/
50,/초/코/칩/ /쿠/키/를/ /먹/고/ /싶/다/./ /우/유/와/ /함/께/ /먹/으/면/ /더/ /맛/있/겠/지,/사/고/ /싶/은/ /것/을/ /많/지/만/ /필/요/한/ /물/건/을/ /사/는/ /것/이/ /우/선/순/위/지/
51,/././추/적/추/적/ /비/가/ /내/리/네,/다/양/한/ /음/식/이/ /있/다/는/ /것/은/ /정/말/ /좋/은/ /일/이/야/./ /다/양/한/ /맛/을/ /맛/볼/ /수/ /있/으/니/까/ /말/이/야/
52,/기/분/이/ /안/ /좋/은/데/ /하/늘/이/ /나/를/ /대/신/해/서/ /울/어/주/는/구/나,/돈/을/ /아/껴/서/ /더/ /좋/은/ /물/건/을/ /살/ /수/ /있/어/
53,/아/무/도/ /내/ /마/음/을/ /몰/라/주/는/데/ /알/아/주/는/ /것/은/ /하/늘/뿐/이/구/나,/바/닥/에/ /자/는/ /것/도/ /좋/지/만/././ /푹/신/한/ /침/대/가/ /더/ /좋/아/
54,/어/릴/ /때/ /놀/이/터/ /담/벼/락/에/ /올/라/가/다/가/ /떨/어/진/ /적/이/ /있/었/어/./ /정/말/ /위/험/했/지,/봄/이/ /가/면/ /여/름/이/ /오/고/ /여/름/이/ /가/면/ /가/을/이/ /오/고/ /가/을/이/ /가/면/ /겨/울/이/ /오/고/ /겨/울/이/ /가/면/ /다/시/ /봄/이/ /와/
55,/구/름/ /사/이/로/ /햇/살/이/ /비/추/면/ /얼/마/나/ /아/름/다/운/지/ /몰/라/ /././어/서/ /보/고/ /싶/어/,/비/ /오/는/ /날/에/는/ /장/화/가/ /최/고/인/ /거/ /같/아/
56,/고/개/를/ /숙/인/다/고/ /달/라/지/는/ /것/은/ /없/어/./ /아/무/것/도,/비/가/ /오/니/까/ /길/이/ /미/끄/러/운/ /거/ /같/아/./ /조/심/해/야/겠/어/
57,/나/에/게/ /어/떤/ /면/이/ /있/는/지/ /알/ /수/가/ /없/어/./ /언/젠/가/ /알/게/ /되/는/ /날/이/ /오/겠/지,/밖/으/로/ /나/오/면/ /다/양/한/ /소/리/가/ /들/려/와/
58,/쏟/아/지/는/ /비/를/ /보/고/ /나/면/ /속/이/ /시/원/해/./ /끝/도/ /없/이/ /내/리/며/ /하/염/없/이/ /흘/러/가/겠/지,/울/고/ /싶/을/ /때/는/ /비/가/ /대/신/ /울/어/주/면/ /좋/지/./ /고/마/운/ /존/재/인/ /거/ /같/아/
59,/흘/린/ /눈/물/을/ /들/키/고/ /싶/지/ /않/으/면/ /비/를/ /맞/는/다/하/더/라/ /./././그/래,많/은/ /사/람/이/ /웃/지/만/ /정/말/ /웃/고/ /싶/어/서/ /웃/는/ /사/람/이/ /몇/이/나/ /될/까/
60,/어/릴/ /때/ /본/ /만/화/가/ /기/억/나/네/./ /비/가/ /오/면/ /무/지/개/ /연/못/에/ /비/가/ /온/다/는/ /노/래/가/ /기/억/나,노/력/해/도/ /안/ /되/는/ /것/은/ /정/말/ /슬/픈/ /일/이/야/
61,/밝/았/던/ /삶/이/ /그/리/워/ /대/화/가/ /하/고/ /싶/었/지/./ /하/지/만/ /용/기/가/ /나/지/ /않/았/어/./ /덕/분/에/ /말/을/ /자/주/하/게/ /되/었/지,축/ /처/지/는/ /날/에/는/ /아/무/것/도/ /하/고/ /싶/지/ /않/지/./ /하/루/ /정/도/는/ /안/ /해/도/ /큰/일/ /나/지/ /않/으/니/까/ /걱/정/하/지/ /마/
62,/꿈/속/에/서/ /끝/이/ /없/는/ /길/을/ /계/속/해/서/ /걸/어/가/ /./././마/지/막/은/ /끝/이/ /없/다/는/ /거/야,사/람/들/의/ /우/산/ /색/이/ /다/양/하/구/나/
63,/나/를/ /도/와/준/다/는/ /수/많/은/ /손/길/은/ /다/ /어/디/로/ /사/라/졌/을/까,외/출/할/ /때/마/다/ /기/분/이/ /좋/아/./ /여/러/모/로/ /좋/아/서/
64,/요/즘/ /전/에/는/ /못/ /느/꼈/던/ /감/정/을/ /느/끼/고/ /있/는/ /거/ /같/아/ /././감/정/이/ /살/아/나/고/ /있/는/ /것/일/까,가/는/ /곳/마/다/ /북/적/거/려/./ /다/양/한/ /사/람/들/이/ /있/지/
65,어/릴/ /때/는/ /빗/소/리/가/ /무/서/웠/어/./ /비/ /오/는/ /날/이/면/ /혼/자/ /있/을/ /때/가/ /많/았/거/든,/어/릴/ /때/ /신/호/등/을/ /지/나/가/면/ /손/을/ /들/고/ /갔/지/./ /지/금/은/ /안/ /하/지/
66,가/끔/ /외/출/하/는/ /것/도/ /좋/지,/내/가/ /만/들/어/ /내/는/ /인/생/은/ /하/나/뿐/이/야/./ /소/중/해/
67,집/에/ /들/어/가/면/ /따/뜻/한/ /우/유/ /한/잔/을/ /마/시/고/ /싶/어,/한/번/ /거/짓/말/을/ /하/면/ /다/시/ /안/ /한/다/는/ /보/장/은/ /없/지/
68,밖/에/서/ /듣/는/ /빗/소/리/는/ /안/에/서/ /듣/는/ /것/과/ /다/르/구/나,/걱/정/거/리/ /없/는/ /세/상/이/ /왔/으/면/ /좋/겠/어/./ /걱/정/은/ /머/리/를/ /아/프/게/ /하/거/든/
69,/김/치/부/침/개/가/ /먹/고/ /싶/다/./ /파/전/도/ /먹/고/ /싶/고/./.,/차/분/하/게/ /빗/소/리/를/ /들/으/면/ /마/음/이/ /진/정/되/는/ /거/ /같/아/
70,사/실/ /수/줍/음/이/ /많/은/ /편/이/라/서/ /너/와/ /대/화/를/ /한/다/는/ /것/이/ /좀/ /그/랬/어,가/끔/ /이/렇/게/ /산/책/을/ /하/는/ /것/도/ /좋/지/
71,/지/금/은/ /비/가/ /내/리/지/만/ /언/젠/가/ /그/쳐/서/ /그/리/운/ /날/이/ /올/거/야/ /././왔/으/면/ /좋/겠/어,카/페/에/서/ /은/은/하/게/ /커/피/ /향/이/ /나/는/ /거/ /같/아/
72,/예/전/에/ /우/리/가/ /처/음/ /만/났/을/ /때/ /의/사/소/통/이/ /안/ /되/었/던/ /게/ /떠/올/라/./ /답/답/했/을/ /거/야,저/번/에/ /누/군/가/가/ /나/에/게/ /길/을/ /물/어/봤/어/./ /나/도/ /아/는/ /것/이/ /없/어/서/ /대/답/을/ /잘/ /못/ /했/지/만/././
73,/바/다/에/ /가/본/ /지/ /오/래/된/ /거/ /같/아/./ /비/ /올/ /때/ /바/다/는/ /어/떤/ /풍/경/일/까,/매/일/ /빗/소/리/를/ /들/으/면/서/ /살/아/가/./ /지/치/고/ /힘/들/어/도/ /열/심/히/ /살/아/가/
74,/어/릴/ /때/ /해/수/욕/장/에/ /가/서/ /튜/브/를/ /타/고/ /물/놀/이/를/ /한/ /것/이/ /기/억/이/나/./ /파/도/는/ /무/서/웠/지/만,장/마/철/에/는/ /새/ /운/동/화/를/ /신/고/ /싶/지/ /않/아/./ /흙/탕/물/을/ /묻/힐/ /순/ /없/어/
75,/금/붕/어/는/ /기/억/력/이/ /안/ /좋/다/고/ /하/는/데/ /사/람/도/ /기/억/이/ /안/ /좋/은/ /건/ /똑/같/은/ /거/ /같/아/,옷/은/ /딱/히/ /필/요/하/지/ /않/아/./ /지/금/이/ /좋/거/든/
76,/미/끄/럼/틀/을/ /타/기/에/는/ /내/가/ /너/무/ /커/진/ /것/ /같/아/./ /딱/ /봐/도/ /작/아/ /보/여,/사/람/들/이/ /많/아/서/ /복/잡/한/ /거/ /같/아/
77,/상/대/방/에/게/ /인/사/를/ /한/다/는/ /것/은/ /좋/은/ /거/야/./ /인/사/성/은/ /사/람/의/ /인/상/을/ /비/춰/주/니/까,/도/시/의/ /화/려/함/에/ /가/려/진/ /존/재/들/은/ /정/말/ /많/아/./ /셀/ /수/ /없/을/ /정/도/로/
78,/이/런/ /일/ /저/런/ /일/ /겪/고/ /있/어/도/ /힘/차/게/ /살/아/야/지/ /././솔/직/히/ /힘/들/지/만/,/밝/은/ /면/이/ /있/으/면/ /어/두/운/ /면/도/ /함/께/ /존/재/해/
79,/길/가/면/서/ /인/형/ /뽑/기/를/ /봤/는/데/ /안/에/ /있/던/ /하/얀/ /인/형/이/ /귀/여/웠/어,/저/번/에/ /길/을/ /가/다/가/ /지/폐/를/ /발/견/했/어/
80,/비/가/ /오/기/ /전/에/는/ /공/기/가/ /안/ /좋/았/는/데/ /오/니/까/ /상/쾌/한/ /거/ /같/아,/비/가/ /계/속/ /내/리/는/ /것/처/럼/ /시/간/도/ /계/속/ /흘/러/가/
81,/밤/하/늘/에/ /별/은/ /못/ /본/ /지/ /오/래/된/ /거/ /같/아/./ /어/린/ /시/절/ /하/늘/이/ /정/말/ /맑/았/을/ /때/ /시/골/에/서/ /은/하/수/를/ /본/ /적/이/ /있/어,/도/시/는/ /밤/이/ /되/어/도/ /낮/이/ /되/어/도/ /사/람/이/ /많/은/ /거/ /같/아/
